id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
73389,Australia,Machine Learning Engineer,Forecasting,Mid,5,86002,8068,Bachelor,Gaming,Small,3,2021,Remote,51.0,4.14,16,51.58392908701033,0.118,75,9.05,51.2,5,92.87,19.3,17,67,3,80,73,57,25,95,1.22,77
73390,Brazil,Machine Learning Engineer,Reinforcement Learning,Mid,3,48585,6311,Bachelor,Tech,Small,7,2026,Onsite,47.2,3.4,19,62.37986483011436,0.19,73,8.17,84.63,14,69.35,41.2,23,32,73,80,71,73,37,91,0.87,67
73391,UK,Data Analyst,NLP,Mid,5,65261,10480,Diploma,Healthcare,Enterprise,5,2023,Onsite,46.1,4.67,14,42.41537585082715,0.181,58,2.55,65.65,7,77.64,20.3,28,41,29,72,42,75,12,86,0.82,79
73392,UK,NLP Engineer,NLP,Mid,2,72242,10004,Bachelor,Healthcare,Startup,5,2024,Onsite,39.7,3.84,3,39.63843274898105,0.218,76,8.54,88.62,10,60.39,20.2,15,59,13,68,81,87,61,66,2.08,71
73393,Brazil,Computer Vision Engineer,Analytics,Entry,0,35544,4099,Master,Gaming,Medium,6,2025,Onsite,41.2,3.49,21,78.08445393251662,0.345,57,9.37,91.75,7,77.46,20.8,28,31,39,64,61,80,25,85,0.63,60
73394,Germany,Software Engineer AI,Generative AI,Lead,12,135163,6860,Master,Gaming,Enterprise,7,2020,Hybrid,41.1,4.31,8,55.26025727374098,0.07,77,6.23,92.51,12,74.29,19.7,13,11,7,84,64,89,32,22,2.37,87
73395,India,Machine Learning Engineer,Analytics,Entry,1,28000,1813,PhD,Healthcare,Enterprise,2,2022,Hybrid,41.5,4.75,16,70.44330946085589,0.338,89,7.38,86.67,6,87.16,17.1,26,72,93,76,72,69,56,52,1.37,65
73396,France,Data Analyst,NLP,Mid,2,41159,5147,PhD,Finance,Medium,5,2021,Onsite,52.7,4.36,2,61.834065688461074,0.114,58,7.79,98.79,10,79.75,23.1,13,10,77,79,46,62,16,87,2.2,72
73397,Netherlands,Software Engineer AI,Generative AI,Mid,2,65184,9360,PhD,Consulting,Medium,2,2021,Hybrid,45.2,3.9,26,57.39158369626658,0.175,82,7.87,52.22,8,63.47,25.7,23,35,53,80,72,74,37,27,1.2,73
73398,Japan,Machine Learning Engineer,LLM,Senior,10,117101,10330,PhD,Consulting,Enterprise,4,2023,Remote,51.9,4.77,29,78.11132199268619,0.089,60,3.66,99.68,3,92.73,33.5,13,30,39,82,45,70,33,75,2.49,77
73399,Brazil,Research Scientist,Forecasting,Mid,2,46205,5903,Master,Consulting,Startup,7,2025,Remote,47.3,4.56,14,45.48705787521301,0.194,81,8.8,46.21,13,60.24,27.3,12,65,28,71,69,65,43,63,2.46,68
73400,Japan,Data Analyst,Computer Vision,Lead,19,120337,12280,Bachelor,Education,Medium,6,2020,Hybrid,40.5,3.73,14,49.02350083545433,0.05,72,0.87,68.54,8,80.41,41.9,10,20,71,83,41,90,40,25,1.68,78
73401,Germany,Data Analyst,LLM,Lead,16,124710,24370,Bachelor,Finance,Small,2,2024,Hybrid,46.6,4.1,13,39.6969041390791,0.007,36,5.76,48.86,8,55.12,25.4,21,52,100,86,40,60,66,48,1.44,75
73402,Singapore,NLP Engineer,Generative AI,Mid,4,112987,10875,Diploma,Automotive,Small,3,2020,Onsite,41.2,3.97,29,57.36734226614602,0.219,81,0.21,66.54,4,85.23,41.1,22,85,14,60,44,81,13,57,2.14,73
73403,USA,Software Engineer AI,LLM,Lead,14,176701,38332,Bachelor,Retail,Enterprise,6,2021,Onsite,37.5,3.78,19,22.393783179681343,0.097,64,8.56,98.49,14,84.71,15.3,10,49,64,80,61,87,64,47,2.07,85
73404,Germany,NLP Engineer,Forecasting,Mid,2,66402,7088,Master,Education,Enterprise,7,2020,Hybrid,50.5,4.8,9,34.428632153116865,0.135,56,5.12,48.33,10,84.9,15.3,23,30,90,75,40,65,22,80,1.24,74
73405,Singapore,Computer Vision Engineer,Forecasting,Senior,7,129748,10469,Bachelor,Tech,Large,2,2024,Remote,39.7,4.15,20,40.55383537710702,0.079,77,3.69,72.94,11,69.86,27.9,11,96,44,82,50,82,15,38,1.18,80
73406,UAE,Data Scientist,LLM,Mid,2,74669,5554,PhD,Gaming,Enterprise,3,2021,Hybrid,43.6,4.76,8,70.24871409179383,0.208,57,9.16,72.59,3,75.39,20.6,26,6,98,73,61,89,35,74,2.46,63
73407,Brazil,Computer Vision Engineer,NLP,Entry,0,35245,7653,PhD,Education,Medium,4,2022,Remote,36.9,3.39,21,16.451488461700528,0.39,62,4.68,58.06,13,60.28,13.7,17,99,56,70,57,87,26,75,2.39,70
73408,India,NLP Engineer,Generative AI,Entry,1,34313,3983,PhD,Retail,Large,7,2024,Remote,47.2,4.05,19,73.96869885014567,0.435,73,2.23,76.2,8,81.52,35.4,27,96,26,69,50,58,31,85,1.93,68
73409,France,Software Engineer AI,Generative AI,Mid,4,89744,9941,Bachelor,Gaming,Large,2,2021,Hybrid,37.0,3.32,20,26.937498619062563,0.124,85,6.48,50.43,14,71.34,29.3,14,20,53,79,67,86,47,61,0.91,78
73410,UK,Data Scientist,MLOps,Lead,13,112177,14033,Diploma,Gaming,Medium,4,2022,Onsite,51.6,4.19,13,77.0360232071209,0.0,79,0.73,99.84,11,88.59,17.1,13,18,66,96,54,49,46,79,0.86,80
73411,Japan,Computer Vision Engineer,MLOps,Senior,9,103634,13336,Diploma,Finance,Startup,4,2021,Hybrid,46.2,4.69,10,43.330764715897274,0.09,70,4.49,91.44,11,61.2,27.5,21,68,3,73,51,55,35,63,1.59,65
73412,Australia,Computer Vision Engineer,Forecasting,Lead,15,146378,31335,Bootcamp,Energy,Enterprise,4,2024,Hybrid,53.9,3.31,17,85.3405189841061,0.077,79,4.25,70.9,10,79.01,35.8,29,49,45,85,55,59,37,61,2.17,74
73413,Germany,NLP Engineer,Reinforcement Learning,Entry,0,62731,10897,Bootcamp,Gaming,Medium,6,2021,Hybrid,54.6,4.34,25,85.62242505583903,0.389,78,3.36,93.87,4,60.37,32.1,15,69,87,58,63,41,38,46,2.28,63
73414,UAE,NLP Engineer,Reinforcement Learning,Senior,9,108211,19096,Master,Energy,Small,3,2023,Onsite,37.1,4.43,19,59.670159273986556,0.074,74,6.59,90.4,4,71.79,24.9,20,11,26,86,64,89,34,9,0.75,84
73415,Brazil,NLP Engineer,Forecasting,Lead,12,66127,4161,Bootcamp,Retail,Medium,6,2020,Hybrid,42.0,4.06,22,47.40795241543136,0.091,76,5.83,79.03,8,84.44,16.0,25,69,71,85,60,82,41,88,0.51,81
73416,UK,Machine Learning Engineer,MLOps,Entry,1,85684,7628,Bachelor,Education,Enterprise,6,2024,Onsite,50.4,4.74,24,32.18660917314307,0.395,88,2.89,53.39,6,61.74,30.4,24,54,54,61,59,59,12,44,2.25,59
73417,Netherlands,Software Engineer AI,Reinforcement Learning,Senior,8,98233,11960,Diploma,Retail,Large,5,2024,Remote,52.7,4.7,16,46.2479935907495,0.116,54,3.84,61.06,11,66.78,16.0,26,85,30,78,52,56,42,17,2.42,62
73418,India,Software Engineer AI,Analytics,Lead,14,58186,8859,Diploma,Finance,Startup,7,2021,Onsite,51.3,4.74,24,71.1552929579199,0.0,65,5.03,87.16,10,60.07,14.6,20,52,50,73,61,53,58,83,2.18,61
73419,UK,Machine Learning Engineer,Generative AI,Entry,0,76927,10751,PhD,Finance,Enterprise,5,2025,Onsite,39.8,3.77,15,42.04099230834974,0.327,59,0.76,78.14,9,79.08,41.9,13,97,22,64,32,78,12,52,2.3,69
73420,Australia,AI Engineer,NLP,Entry,1,79210,12639,Diploma,Gaming,Startup,3,2020,Hybrid,38.4,4.8,6,66.62713509733214,0.392,45,5.96,73.43,8,78.27,12.5,20,91,30,53,46,66,42,42,1.23,65
73421,Brazil,Data Scientist,Forecasting,Entry,1,33221,4853,Diploma,Education,Medium,2,2026,Hybrid,54.7,3.97,16,45.52101169641726,0.337,47,8.21,90.1,9,88.16,14.9,18,36,24,65,54,44,12,43,0.52,58
73422,Brazil,Computer Vision Engineer,Computer Vision,Lead,19,97039,17454,Master,Finance,Startup,7,2023,Hybrid,48.8,3.32,17,42.78156655112738,0.116,89,8.93,54.82,13,56.29,37.4,10,49,89,77,77,55,64,31,0.71,70
73423,USA,AI Engineer,Reinforcement Learning,Entry,1,79124,14150,Diploma,Telecom,Enterprise,4,2020,Onsite,44.1,3.69,9,53.12126614720291,0.357,59,3.01,86.12,11,75.48,20.0,26,99,38,69,40,82,12,35,0.91,67
73424,USA,Software Engineer AI,Analytics,Senior,10,163524,18728,Diploma,Energy,Startup,7,2024,Onsite,39.2,4.45,20,80.26008695030322,0.147,56,6.46,71.03,10,75.71,18.9,29,70,74,69,66,77,67,31,0.75,80
73425,Japan,Data Analyst,Analytics,Senior,7,76061,10706,PhD,Telecom,Medium,2,2024,Remote,51.4,3.77,6,55.819666332919034,0.103,57,9.08,98.76,11,71.9,17.7,24,94,77,80,59,71,28,53,2.21,66
73426,Singapore,AI Engineer,Reinforcement Learning,Senior,8,140469,29930,Diploma,Automotive,Startup,2,2026,Hybrid,46.6,4.03,25,60.09085238062303,0.072,100,9.29,55.52,13,81.69,36.6,29,9,89,74,80,60,56,92,2.25,69
73427,Canada,Data Analyst,Analytics,Mid,4,56494,4705,Diploma,Retail,Enterprise,3,2026,Remote,42.3,4.5,4,22.38520238150526,0.136,78,3.45,82.53,14,74.28,14.4,30,63,66,78,56,80,24,76,1.94,69
73428,France,AI Engineer,Reinforcement Learning,Entry,0,54755,5066,Master,Finance,Medium,3,2021,Hybrid,44.2,4.56,14,87.76109732064515,0.319,67,3.55,69.56,6,76.47,21.1,26,80,16,72,37,74,51,52,2.21,69
73429,Brazil,NLP Engineer,NLP,Entry,0,33675,3922,Diploma,Finance,Large,2,2024,Onsite,43.9,3.26,11,37.54803024842903,0.357,70,5.51,55.33,3,77.99,19.8,14,20,4,67,72,72,52,69,1.15,67
73430,Germany,Software Engineer AI,Analytics,Entry,1,54133,7295,Bachelor,Energy,Enterprise,2,2022,Hybrid,54.7,3.25,10,34.93262994021744,0.44,66,7.27,76.51,4,58.91,41.2,25,78,63,63,50,66,27,96,0.55,61
73431,USA,Data Analyst,Computer Vision,Entry,1,70794,9161,Bachelor,Healthcare,Large,2,2021,Onsite,46.6,3.61,25,65.40565368939141,0.342,80,7.32,70.6,14,55.5,32.4,13,14,26,78,70,69,14,81,2.22,66
73432,Brazil,Data Scientist,NLP,Lead,17,70308,13660,Bachelor,Consulting,Enterprise,5,2025,Onsite,36.2,3.93,34,47.56179732275707,0.05,79,6.62,74.4,10,73.16,23.1,23,35,28,92,70,96,49,11,1.61,77
73433,USA,Research Scientist,Computer Vision,Mid,5,160043,34065,Diploma,Energy,Startup,5,2021,Onsite,48.0,4.67,18,54.49260668480944,0.131,76,4.1,48.3,10,74.05,41.5,26,95,82,68,48,55,46,62,0.53,71
73434,Singapore,Research Scientist,Generative AI,Lead,18,202469,33752,Bootcamp,Automotive,Enterprise,5,2024,Hybrid,43.3,4.8,20,74.08435639839622,0.156,65,8.32,58.64,12,56.63,24.7,14,64,39,73,71,75,53,65,0.68,93
73435,USA,Machine Learning Engineer,LLM,Mid,4,115987,20936,Diploma,Healthcare,Large,4,2020,Hybrid,46.5,4.55,29,63.40617864196261,0.222,80,4.92,97.21,13,56.48,20.4,22,86,67,63,70,69,49,94,2.34,63
73436,Japan,NLP Engineer,MLOps,Lead,13,125417,26948,Diploma,Gaming,Large,7,2026,Onsite,45.2,4.54,14,59.37518242288018,0.107,67,7.82,85.31,6,59.17,33.8,14,57,47,85,73,75,59,52,1.04,77
73437,Brazil,NLP Engineer,Generative AI,Senior,6,48057,7143,Bootcamp,Education,Large,2,2020,Hybrid,48.9,3.54,19,81.72590270964528,0.078,65,4.64,61.59,12,90.33,17.7,14,60,66,83,52,74,35,82,2.08,73
73438,Brazil,Machine Learning Engineer,Computer Vision,Lead,17,73257,14863,Diploma,Gaming,Medium,5,2025,Hybrid,39.3,4.45,18,21.74027599037614,0.046,77,6.19,62.07,8,77.93,39.0,14,80,80,95,64,84,54,18,1.95,76
73439,Netherlands,Software Engineer AI,Forecasting,Lead,18,166219,12275,Bachelor,Education,Large,3,2022,Remote,49.0,4.63,14,68.58012422149494,0.063,64,1.58,50.05,9,90.07,15.5,26,75,14,85,44,57,35,81,1.83,74
73440,France,Software Engineer AI,Reinforcement Learning,Lead,12,131234,25174,Bootcamp,Automotive,Startup,7,2022,Hybrid,49.4,3.27,11,18.563671483744344,0.083,77,7.63,72.64,10,93.39,31.0,30,70,99,77,84,50,49,60,2.13,72
73441,Germany,Data Scientist,Generative AI,Mid,3,71654,5515,Bootcamp,Automotive,Medium,2,2020,Hybrid,46.1,4.33,12,69.23649301933753,0.181,67,9.2,85.52,3,92.2,38.0,24,26,55,78,63,72,59,79,1.23,76
73442,India,Data Scientist,Generative AI,Senior,8,39244,2513,Bootcamp,Automotive,Large,3,2021,Onsite,48.8,3.89,14,28.025589955692972,0.168,96,3.71,75.77,10,83.94,30.6,28,52,68,76,66,69,20,33,1.81,62
73443,France,NLP Engineer,Forecasting,Senior,7,83741,13107,PhD,Finance,Enterprise,3,2023,Remote,39.8,3.61,16,57.20162383014037,0.085,76,3.54,52.63,5,68.89,13.1,24,45,87,81,50,90,51,68,2.28,82
73444,UAE,Research Scientist,Computer Vision,Mid,5,106352,18064,Bachelor,Finance,Small,2,2026,Hybrid,39.1,4.21,8,68.42253272690427,0.121,38,6.89,50.06,3,89.03,13.4,21,41,4,86,49,85,49,14,1.59,77
73445,Australia,Software Engineer AI,Forecasting,Entry,0,59692,3051,Bachelor,Healthcare,Medium,5,2025,Onsite,42.7,3.87,19,63.08450384503277,0.287,57,5.25,84.48,3,74.92,40.5,26,32,26,68,46,78,24,85,0.87,67
73446,Netherlands,Machine Learning Engineer,Computer Vision,Entry,0,64889,9211,Bootcamp,Retail,Startup,5,2020,Hybrid,53.6,4.46,21,43.51469856621626,0.376,74,7.1,85.11,8,68.65,17.4,22,81,97,54,65,34,75,20,1.82,61
73447,Brazil,Computer Vision Engineer,Analytics,Senior,7,64655,13610,Bachelor,Retail,Small,5,2020,Onsite,45.5,3.85,18,56.32757675518725,0.109,87,7.55,86.05,11,65.39,15.5,27,100,72,87,68,61,48,82,1.76,78
73448,Japan,Data Scientist,Forecasting,Entry,1,66659,13445,Bachelor,Tech,Small,4,2026,Onsite,52.1,3.79,17,53.88805955969663,0.4,53,0.74,75.74,14,55.44,17.1,10,79,67,68,37,56,19,3,1.48,53
73449,Brazil,Research Scientist,Generative AI,Entry,1,38684,5595,Master,Tech,Small,6,2023,Hybrid,48.1,4.16,34,88.47422879564513,0.397,70,5.67,63.23,14,91.77,38.3,21,74,61,66,60,59,48,90,1.53,65
73450,Canada,Machine Learning Engineer,MLOps,Senior,9,134632,9050,Bootcamp,Telecom,Startup,4,2021,Onsite,38.2,3.84,18,82.44560354869233,0.083,78,5.03,79.21,8,75.92,38.9,25,6,63,74,56,81,74,48,2.42,87
73451,Netherlands,Computer Vision Engineer,Forecasting,Entry,0,71751,10211,Bootcamp,Consulting,Startup,3,2025,Hybrid,54.8,4.29,26,31.338431376017112,0.335,59,1.36,60.89,14,67.49,31.4,12,32,13,58,46,44,82,77,1.57,71
73452,Canada,Research Scientist,Generative AI,Lead,12,162125,18072,Bachelor,Telecom,Medium,3,2023,Onsite,54.0,3.34,17,81.73178641817276,0.074,55,3.47,64.4,8,93.19,34.9,17,76,54,88,40,50,19,14,0.87,74
73453,UK,Machine Learning Engineer,Computer Vision,Mid,3,89748,19685,Bachelor,Tech,Large,3,2024,Hybrid,50.4,4.6,10,59.13300469847056,0.184,76,3.23,65.94,14,71.67,31.6,22,51,47,75,64,67,30,22,2.09,76
73454,Japan,Machine Learning Engineer,NLP,Senior,7,116606,23857,Master,Gaming,Enterprise,2,2021,Remote,53.1,4.58,16,89.41446580554981,0.057,72,0.53,86.24,14,92.12,32.8,27,18,15,75,46,61,45,42,1.96,76
73455,France,AI Engineer,Analytics,Entry,0,67370,9548,PhD,Tech,Startup,2,2021,Remote,49.0,3.7,24,26.346192448910244,0.331,70,3.55,98.94,7,90.49,16.7,23,28,70,55,48,57,42,68,0.69,66
73456,UAE,Software Engineer AI,LLM,Lead,13,140346,25440,Bootcamp,Tech,Enterprise,7,2020,Remote,54.0,3.32,25,58.04618793513063,0.037,56,8.54,58.99,12,64.03,24.1,21,32,79,90,56,67,34,7,1.01,75
73457,USA,Machine Learning Engineer,Computer Vision,Entry,0,77050,15287,Diploma,Finance,Medium,3,2025,Remote,46.7,3.41,16,49.49169423112879,0.303,63,6.87,81.81,13,68.45,20.9,26,7,96,66,61,62,47,97,0.58,70
73458,Japan,Data Scientist,Reinforcement Learning,Mid,5,81925,17316,Bachelor,Tech,Medium,7,2022,Onsite,40.9,4.0,30,42.588187603877046,0.204,63,3.88,58.52,12,72.67,27.3,28,18,55,75,58,82,27,27,2.45,71
73459,Brazil,Machine Learning Engineer,Generative AI,Lead,12,69842,4849,PhD,Healthcare,Small,7,2022,Onsite,54.1,4.43,20,14.55328717464893,0.015,73,2.98,65.32,8,82.03,12.4,28,95,79,95,45,53,42,78,1.84,69
73460,France,Data Analyst,Generative AI,Entry,0,44841,8749,Bootcamp,Automotive,Medium,5,2026,Hybrid,46.1,3.94,12,74.69319931367592,0.365,87,4.13,74.54,12,93.3,29.2,17,28,23,61,65,65,40,57,0.76,67
73461,Singapore,Data Scientist,Analytics,Mid,4,77899,14616,Bachelor,Gaming,Startup,6,2025,Onsite,38.1,4.72,22,32.870279701131054,0.115,48,0.94,60.2,10,88.25,34.0,28,12,40,61,38,70,53,21,2.26,70
73462,Singapore,Software Engineer AI,NLP,Lead,15,170277,31327,Bachelor,Automotive,Enterprise,3,2024,Onsite,38.2,3.71,22,93.96529702536367,0.1,95,7.77,78.85,10,78.2,38.0,25,37,45,84,88,86,27,100,0.54,83
73463,Netherlands,Computer Vision Engineer,NLP,Entry,1,71309,8258,Bootcamp,Education,Small,3,2024,Hybrid,39.0,3.73,21,52.01560303672179,0.387,70,1.42,96.39,7,77.97,41.6,10,5,11,60,49,79,52,24,0.69,75
73464,Australia,Research Scientist,MLOps,Senior,7,104665,17066,Bachelor,Education,Medium,3,2026,Onsite,49.2,3.77,16,38.02123287573679,0.13,74,9.19,72.99,4,70.24,22.8,29,94,18,83,79,71,29,95,2.2,83
73465,Australia,Data Scientist,Computer Vision,Entry,0,52937,11566,Master,Healthcare,Small,3,2023,Remote,40.7,4.69,18,57.930858574651566,0.298,90,8.48,66.54,12,60.03,15.6,15,93,84,64,80,82,19,46,0.51,69
73466,Singapore,NLP Engineer,Generative AI,Mid,3,109180,21666,Diploma,Tech,Enterprise,4,2025,Remote,47.1,3.35,2,69.37250805690591,0.173,90,7.27,86.66,12,75.62,41.8,23,67,31,80,71,62,12,38,0.73,69
73467,India,NLP Engineer,Computer Vision,Lead,15,57461,8490,PhD,Energy,Medium,5,2021,Hybrid,36.5,4.71,20,67.00737026705552,0.125,100,2.45,71.29,12,67.52,32.5,11,74,69,88,64,93,25,48,0.72,78
73468,Australia,Software Engineer AI,Forecasting,Entry,1,71362,12266,Master,Consulting,Medium,5,2025,Remote,40.5,4.11,18,43.10790379808968,0.324,55,1.78,55.69,13,84.76,12.4,14,82,71,79,33,81,26,83,1.1,71
73469,Australia,Software Engineer AI,Forecasting,Entry,0,70904,15341,Bachelor,Energy,Enterprise,5,2021,Remote,44.9,4.3,27,53.99615418594507,0.411,77,7.23,52.17,12,56.28,20.4,13,82,77,67,68,78,14,42,2.43,70
73470,Australia,AI Engineer,MLOps,Mid,4,88886,9338,Bachelor,Telecom,Enterprise,3,2020,Remote,49.7,4.78,21,44.57143952244142,0.146,68,4.14,76.38,12,94.96,18.7,15,28,12,85,49,67,12,12,2.19,72
73471,India,AI Engineer,MLOps,Entry,1,30451,2413,Diploma,Energy,Small,5,2023,Hybrid,43.9,4.66,17,35.214858879328375,0.246,74,8.14,78.12,13,81.03,23.0,29,81,67,81,76,71,28,65,1.61,64
73472,France,Research Scientist,Computer Vision,Mid,5,96479,8522,PhD,Telecom,Enterprise,5,2025,Onsite,46.9,3.96,15,38.90683038367057,0.226,59,6.89,45.81,12,58.24,32.2,22,52,30,79,54,72,21,60,1.3,72
73473,Australia,Machine Learning Engineer,Reinforcement Learning,Senior,6,103477,7129,Bootcamp,Retail,Enterprise,3,2024,Onsite,46.3,4.24,15,58.9663297832647,0.046,81,7.46,83.0,5,56.63,21.4,14,18,23,81,61,85,62,39,2.39,75
73474,USA,AI Engineer,Generative AI,Mid,2,107627,21383,Bachelor,Healthcare,Enterprise,3,2021,Remote,41.7,3.46,3,51.89316082623748,0.153,78,0.37,75.56,6,85.52,12.9,15,81,65,74,51,91,24,45,0.65,81
73475,UK,Research Scientist,Forecasting,Lead,19,187842,29835,Bootcamp,Healthcare,Large,2,2024,Hybrid,39.9,4.37,11,30.97720085720339,0.156,66,6.65,72.29,7,91.29,19.7,28,99,78,81,51,80,52,12,1.38,84
73476,Australia,Research Scientist,Forecasting,Mid,4,87539,14603,Master,Energy,Large,3,2026,Hybrid,51.7,4.44,13,56.71172848493599,0.098,82,0.26,70.76,13,67.18,40.6,16,76,54,70,41,64,27,71,0.55,77
73477,USA,AI Engineer,Forecasting,Senior,8,159354,28899,Bootcamp,Education,Enterprise,3,2023,Onsite,41.8,4.56,26,33.26995584408689,0.037,61,4.11,73.82,14,92.61,30.2,19,13,16,93,54,84,47,6,0.91,88
73478,Canada,Software Engineer AI,Forecasting,Senior,11,122534,18469,PhD,Consulting,Medium,7,2020,Onsite,38.3,4.25,6,63.571002725567915,0.02,45,5.09,83.62,7,93.93,36.4,30,86,79,94,39,78,30,15,0.74,84
73479,Netherlands,Computer Vision Engineer,Analytics,Entry,1,79721,11918,Master,Gaming,Enterprise,2,2024,Onsite,49.0,4.7,1,52.15699275659891,0.367,55,8.71,87.88,6,68.06,18.7,26,65,12,58,51,71,37,39,1.12,71
73480,Singapore,Computer Vision Engineer,Computer Vision,Lead,13,179897,31498,Bachelor,Automotive,Enterprise,5,2025,Remote,43.3,4.58,7,22.393777942870535,0.149,91,3.03,62.4,13,78.84,13.6,16,19,86,88,63,87,16,42,0.69,93
73481,Netherlands,AI Engineer,MLOps,Mid,2,67278,9907,Bachelor,Telecom,Enterprise,5,2024,Hybrid,38.4,4.63,17,66.35161132675407,0.229,61,0.67,68.27,10,79.19,17.0,25,56,61,68,36,89,12,2,1.66,69
73482,India,NLP Engineer,Reinforcement Learning,Senior,10,45363,7194,PhD,Finance,Startup,3,2022,Remote,38.7,3.42,11,26.33206514905899,0.149,71,9.02,69.81,8,55.22,25.1,11,51,26,65,74,74,42,48,0.72,75
73483,Australia,AI Engineer,Generative AI,Lead,13,123472,21236,Bachelor,Finance,Small,5,2024,Onsite,41.0,4.44,26,68.67315426335641,0.085,67,7.13,57.75,14,75.06,15.3,13,37,58,79,48,82,36,28,2.19,79
73484,Netherlands,Data Scientist,Forecasting,Mid,4,87155,7701,Bootcamp,Telecom,Medium,7,2020,Onsite,49.3,4.73,6,75.54605111634123,0.202,77,6.61,71.51,14,71.96,16.5,17,83,63,77,65,52,12,53,1.54,74
73485,Australia,Data Scientist,Computer Vision,Entry,1,58195,5790,PhD,Energy,Enterprise,5,2023,Hybrid,38.1,3.86,29,33.31411711532779,0.447,83,2.12,48.8,8,91.97,22.7,21,17,34,53,59,81,14,11,2.16,70
73486,Netherlands,NLP Engineer,MLOps,Senior,9,130367,22531,Master,Education,Startup,3,2021,Remote,47.7,3.75,20,87.32071088507283,0.034,68,6.37,61.96,10,84.68,12.3,15,57,84,76,63,50,39,14,0.95,74
73487,Singapore,Data Analyst,MLOps,Mid,3,75062,12941,Diploma,Healthcare,Startup,3,2021,Remote,37.0,3.6,24,58.58517398127055,0.211,69,0.61,79.17,11,79.81,14.7,23,41,21,68,37,77,61,85,2.33,69
73488,Brazil,Data Scientist,Computer Vision,Mid,5,52355,7083,PhD,Gaming,Medium,3,2025,Onsite,36.4,3.95,18,46.627987573933424,0.206,97,6.9,71.29,8,80.67,40.6,13,80,11,74,75,71,41,3,1.78,68
73489,India,Data Scientist,Forecasting,Senior,9,38620,3235,Bachelor,Gaming,Small,7,2024,Hybrid,43.3,4.32,21,72.90375440836722,0.052,52,1.07,59.77,7,88.13,40.0,22,50,83,84,26,71,51,37,0.71,69
73490,India,Research Scientist,LLM,Entry,0,34324,5580,Master,Tech,Medium,5,2026,Remote,49.4,3.64,6,64.27181969079638,0.399,93,0.3,65.34,13,94.17,34.0,18,68,86,54,46,65,12,97,1.11,65
73491,UK,NLP Engineer,NLP,Lead,13,144575,31764,Bachelor,Gaming,Small,5,2026,Hybrid,48.7,3.65,24,53.56024934437814,0.043,64,2.5,53.53,9,69.39,32.7,10,84,73,86,49,67,24,43,2.3,83
73492,India,Software Engineer AI,LLM,Mid,4,28892,5104,Diploma,Energy,Large,5,2023,Onsite,47.2,3.97,24,55.053580578941805,0.161,65,0.38,64.3,4,93.24,23.3,30,8,12,71,50,57,15,86,2.35,67
73493,UK,Data Analyst,Computer Vision,Lead,19,144612,20324,Bootcamp,Education,Large,2,2023,Remote,52.1,4.49,23,50.57503853887845,0.1,63,7.78,89.73,13,91.03,31.2,27,48,85,84,63,64,54,35,2.28,84
73494,Japan,Software Engineer AI,Analytics,Mid,4,79575,9787,Master,Energy,Small,7,2024,Hybrid,37.7,4.1,29,43.05321143512141,0.096,68,7.85,74.18,6,93.01,23.6,13,94,81,78,69,94,39,3,1.98,83
73495,India,Data Analyst,Computer Vision,Senior,11,36547,3891,PhD,Retail,Medium,7,2020,Remote,38.6,3.4,14,78.38115036438201,0.094,95,2.56,94.4,13,89.49,40.9,25,73,58,95,67,80,32,95,0.96,67
73496,Australia,Machine Learning Engineer,Analytics,Lead,18,172014,33603,Bootcamp,Telecom,Small,5,2021,Onsite,48.8,4.76,17,71.15902602101865,0.119,60,5.45,94.52,11,74.43,35.0,27,50,51,82,55,68,48,85,0.65,83
73497,India,Software Engineer AI,Generative AI,Lead,17,67362,10428,Diploma,Finance,Enterprise,3,2022,Onsite,49.4,4.44,18,31.957028577390627,0.062,82,4.35,98.87,5,92.98,17.0,17,10,66,90,64,67,50,47,2.42,79
73498,UK,AI Engineer,MLOps,Senior,9,107149,8758,Bootcamp,Finance,Startup,6,2026,Onsite,48.0,4.04,22,51.652487711822296,0.086,72,4.19,54.86,13,57.01,27.6,16,79,33,69,67,59,81,25,2.22,62
73499,UAE,Machine Learning Engineer,Generative AI,Entry,0,64166,3635,Bachelor,Education,Medium,6,2023,Onsite,40.1,3.91,22,44.87950856931694,0.374,54,0.49,68.1,5,61.85,36.1,24,78,81,63,25,81,15,35,1.25,74
73500,UAE,Computer Vision Engineer,LLM,Entry,0,54924,10606,Diploma,Healthcare,Enterprise,5,2025,Remote,38.5,3.51,13,35.34993898000415,0.427,99,3.6,46.27,4,59.85,40.5,12,81,31,56,64,85,12,10,2.17,62
73501,Japan,NLP Engineer,Computer Vision,Senior,9,93982,4825,PhD,Retail,Medium,5,2024,Onsite,43.9,4.6,1,53.692040968694265,0.057,100,2.06,85.98,12,88.63,20.0,25,13,8,91,72,71,33,81,2.18,85
